name	description	cloneof	year	players	ctrltype	manufacturer	category	orientation	ctrltype2	joyways	buttons
gladiatr	Gladiator		1986	2	8 way	Taito	arcade	horizontal	joy	8	3
gloc	G-LOC Air Battle		1990	1	analog	SEGA	arcade	horizontal	stick		3
gnbarich	Gunbarich		2001	2	8 way	Psikyo	arcade	vertical	joy	8	3
gng	Ghosts'n Goblins		1985	2	8 way	Capcom	arcade	horizontal	joy	4	2
gnw_dkjr	G&W2 donkey kong jr		1982	1	buttons only	Nintendo	console	horizontal	joy	16	1
gnw_dkong	G&W1 donkey kong		1982	1	buttons only	Nintendo	console	horizontal	joy	8	1
gnw_dkong2	G&W1 donkey kong 2		1983	1	buttons only	Nintendo	console	horizontal	joy	8	1
gnw_fire	G&W2 fire		1981	1	buttons only	Nintendo	console	horizontal	joy	2	
gnw_ghouse	G&W1 green house		1982	1	buttons only	Nintendo	console	horizontal	joy	8	1
gnw_mickdon	G&W1 mickey and donald		1982	1	buttons only	Nintendo	console	horizontal	joy	8	
gnw_octopus	G&W2 octopus		1981	1	buttons only	Nintendo	console	horizontal	joy	2	
gnw_opanic	G&W1 oil panic		1982	1	buttons only	Nintendo	console	horizontal	joy	2	
gnw_pchute	G&W2 parachute		1981	1	buttons only	Nintendo	console	horizontal	joy	2	
gnw_popeye	G&W2 popeye		1981	1	buttons only	Nintendo	console	horizontal	joy	2	
gnw_stennis	G&W2 snoopys tennis		1982	1	buttons only	Nintendo	console	horizontal	joy	vertical2	1
gnw_tbridge	G&W2 turtle bridge		1982	1	buttons only	Nintendo	console	horizontal	joy	2	
GoldenEye (USA)	GoldenEye (USA)		1997	1	analog	Nintendo	console	horizontal			
goldnaxe	Golden Axe 1 (set 6, US)		1989	2	8 way	SEGA	arcade	horizontal	joy	8	3
gorf	Gorf		1981	2	8 way	Midway	arcade	vertical	joy	8	1
gpilots	Ghost Pilots		1991	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
gprider	GP Rider		1990	2	analog	SEGA	arcade	horizontal	paddle+pedal		2
gradius	Gradius 1	nemesis	1985	2	8 way	Konami	arcade	horizontal	joy	8	3
gradius2	Gradius 2: GOFER no Yabou	vulcan	1988	2	8 way	Konami	arcade	horizontal	joy	8	3
gradius3	Gradius 3		1989	2	8 way	Konami	arcade	horizontal	joy	8	3
gravitar	Gravitar		1982	1	4 way	Atari	arcade	horizontal	joy	2	3
grdians	Guardians		1995	2	8 way	Winkysoft (Banpresto license)	arcade	horizontal	joy	8	3
groundfx	Ground Effects		1992	1	analog	Taito	arcade	horizontal	stick		3
growl	Growl		1990	4	8 way	Taito	arcade	horizontal	joy	8	3
gt2k	Golden Tee 2K		2000	2	trackball	Incredible Technologies	arcade	horizontal	trackball		2
gtfore06	Golden Tee Fore! 2006 Complete		2005	1	trackball	Incredible Technologies	arcade	horizontal	lightgun+trackball		4
gtmr2	Great 1000 Miles Rally 2 : Mille Miglia 2		1995	2	8 way	Kaneko	arcade	horizontal	joy+dial	8	8
gtmrusa	Great 1000 Miles Rally 1: U.S.A Version!	gtmr	1994	2	8 way	Kaneko	arcade	horizontal	joy+dial	8	2
guardian	Guardians of the 'Hood		1992	3	8 way	Atari	arcade	horizontal	joy	8	5
gunbird	Gunbird 1		1994	2	8 way	Psikyo	arcade	vertical	joy	8	3
gunbird2	Gunbird 2		1998	2	8 way	Psikyo	arcade	vertical	joy	8	3
gundhara	Gundhara		1995	2	8 way	Banpresto	arcade	vertical	joy	8	3
gunforc2	Gun Force 2		1994	2	8 way	Irem	arcade	horizontal	joy	8	2
gunforce	Gun Force 1 : Battle Fire Engulfed Terror Island		1991	2	8 way	Irem	arcade	horizontal	joy	8	2
gunlock	Gunlock		1993	4	8 way	Taito	arcade	vertical	joy+dial	8	4
gunnail	GunNail		1993	2	8 way	Tecmo	arcade	vertical	joy	8	2
gunsmoke	Gun Smoke		1985	2	8 way	Capcom	arcade	vertical	joy	8	3
Gunstar Heroes	Gunstar Heroes		1993	2	8 way	SEGA	console	horizontal			
guwange	Guwange		1999	2	8 way	Cave	arcade	vertical	joy	8	3
gwarb	Guerrilla War	gwar	1987	2	twin stick	SNK	arcade	vertical	joy+positional	8	2
gyruss	Gyruss		1983	2	4 way	Konami	arcade	vertical	joy	2	1
hangon	Hang-On		1985	1	analog	SEGA	arcade	horizontal	paddle+pedal		
hbarrel	Heavy Barrel		1987	2	twin stick	Data East	arcade	vertical	joy+positional	8	2
hcastle	Haunted Castle		1988	2	4 way	Konami	arcade	horizontal	joy	4	2
heatbrl	Heated Barrel		1992	4	8 way	TAD Corporation	arcade	horizontal	joy	8	2
hellfire	Hellfire		1989	2	8 way	Toaplan	arcade	horizontal	joy	8	2
hharry	Hammerin' Harry		1990	2	8 way	Irem	arcade	horizontal	joy	8	4
higemaru	Higemaru		1984	2	4 way	Capcom	arcade	horizontal	joy	4	1
hippodrm	Hippodrome		1989	2	8 way	Data East	arcade	horizontal	joy	8	2
hitice	Hit the Ice		1990	4	8 way	Taito	arcade	horizontal	joy	8	3
hook	Hook		1992	4	8 way	Irem	arcade	horizontal	joy	8	2
hotchase	Hot Chase		1988	1	analog	Konami	arcade	horizontal	paddle+pedal		2
hotdogst	Hotdog Storm		1996	2	8 way	Marble (Ace International license)	arcade	vertical	joy	8	3
hsf2	Hyper Street Fighter 2: The Anniversary Edition		2004	2	8 way	Capcom	arcade	horizontal	joy	8	6
hyperspt	Hyper Sports		1984	4	buttons only	Konami	arcade	horizontal	only_buttons		3
ibarablk	Ibara Kuro Black Label		2006	2	8 way	Cave	arcade	vertical	joy	8	4
ikari	Ikari Warriors		1986	2	twin stick	SNK	arcade	vertical	joy+positional	8	2
ikari3	Ikari Warriors 3: The Rescue		1989	2	8 way	SNK	arcade	horizontal	joy+positional	8	3
Ikaruga	Ikaruga		2001	1	8 way	SEGA	console	horizontal			
imgfight	Image Fight		1988	2	8 way	Irem	arcade	vertical	joy	8	4
indytemp	Indiana Jones & the Temple of Doom		1985	1	8 way	Atari	arcade	horizontal	joy	8	1
insectx	Insector X		1989	2	8 way	Taito	arcade	horizontal	joy	8	2
International Karate Plus	International Karate Plus		2001	1	8 way	Other	console	horizontal			
inthunt	In The Hunt		1993	2	8 way	Irem	arcade	horizontal	joy	8	2
invaders	Space Invaders 1 / Space Invaders M		1978	2	4 way	Taito	arcade	vertical	joy	2	1
invadpt2	Space Invaders 2		1979	2	4 way	Taito	arcade	vertical	joy	2	1
irobot	I, Robot		1983	1	analog	Atari	arcade	horizontal	stick		2
ironclad	Iron Clad		1996	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
ironhors	Iron Horse		1986	2	4 way	Konami	arcade	horizontal	joy	4	3
irrmaze	Irritating Maze, The		1997	2	trackball	Neo Geo	arcade	horizontal	trackball+only_buttons		2
jackal	Jackal		1986	2	8 way	Konami	arcade	vertical	joy	8	2
jailbrek	Jail Break		1986	2	8 way	Konami	arcade	horizontal	joy	8	2
jdreddp	Judge Dredd		1993	3	8 way	Midway	arcade	horizontal	joy	8	4
jedi	Star Wars 3 : Return of the Jedi		1984	1	analog	Atari	arcade	horizontal	stick		3
jjsquawk	J. J. Squawkers		1993	2	8 way	Athena / Able	arcade	horizontal	joy	8	3
joemacr	Joe & Mac Returns		1994	2	8 way	Data East	arcade	horizontal	joy	8	3
jojoban	JoJo 2 no Kimyou na Bouken: Mirai e no Isan	jojoba	1999	2	8 way	Capcom	arcade	horizontal	joy	8	6
jojon	JoJo 1 Venture	jojo	1998	2	8 way	Capcom	arcade	horizontal	joy	8	6
joust	Joust 1		1982	2	4 way	Williams	arcade	horizontal	joy	2	1
joust2	Joust 2: Survival of the Fittest		1986	2	4 way	Williams	arcade	vertical	joy	2	2
jpark	Jurassic Park		1993	2	lightgun	SEGA	arcade	horizontal	stick		1
jrpacman	Jr. Pac-Man		1983	2	4 way	Midway	arcade	vertical	joy	4	
junglek	Jungle King		1982	2	8 way	Taito	arcade	horizontal	joy	8	1
junofrst	Juno First		1983	2	8 way	Konami	arcade	vertical	joy	8	3
kabukikl	Kabuki Klash		1995	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kageki	Kageki		1988	2	8 way	Taito	arcade	vertical	joy	8	2
kangaroo	Kangaroo		1982	2	8 way	Sun Electronics	arcade	vertical	joy	8	1
karnov	Karnov		1987	2	8 way	Data East	arcade	horizontal	joy	8	3
kazan	Ninja Kazan		1988	2	8 way	Jaleco	arcade	horizontal	joy	8	2
kchampvs	Karate Champ 2		1984	2	twin stick	Data East	arcade	vertical	doublejoy	4	
ket	Ketsui: Kizuna Jigoku Tachi		2002	2	8 way	Cave	arcade	vertical	joy	8	3
kicker	Kicker		1985	2	4 way	Konami	arcade	vertical	joy	4	2
kicknrun	Kick & Run		1986	4	8 way	Taito	arcade	horizontal	joy	8	2
kikcubic	Meikyu Jima		1988	2	4 way	Irem	arcade	horizontal	joy	4	2
kikikai	KiKi KaiKai		1986	2	8 way	Taito	arcade	vertical	joy	8	2
kingdmgp	Kingdom Grandprix		1994	2	8 way	Raizing	arcade	vertical	joy	8	3
kingofb	Ring King		1985	2	8 way	Woodplace Inc.	arcade	vertical	joy	8	3
kinst	Killer Instinct 1		1994	2	8 way	Nintendo	arcade	horizontal	joy	8	6
kinst2	Killer Instinct 2		1996	2	8 way	Nintendo	arcade	horizontal	joy	8	6
kizuna	Kizuna Encounter: Super Tag Battle		1996	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
klax	Klax		1989	2	4 way	Atari	arcade	horizontal	joy	4	1
kncljoe	Knuckle Joe		1985	2	8 way	Taito	arcade	horizontal	joy	8	2
knights	Knights of the Round		1991	3	8 way	Capcom	arcade	horizontal	joy	8	2
kod	King of Dragons, The		1991	3	8 way	Capcom	arcade	horizontal	joy	8	2
kof2000	King of Fighters 2000, The		2000	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kof2002	King of Fighters 2002, The		2002	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kof95	King of Fighters 1995, The		1995	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kof98	King of Fighters 1998, The: The Slugfest		1998	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kof99	King of Fighters 1999, The: Millennium Battle		1999	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kotm	King of the Monsters 1		1991	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kotm2	King of the Monsters 2: The Next Thing		1992	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
kov	Knights of Valour 1		1999	4	8 way	IGS	arcade	horizontal	joy	8	4
kov2	Knights of Valour 2		2000	4	8 way	IGS	arcade	horizontal	joy	8	4
kungfum	Kung-Fu Master		1984	2	8 way	Irem	arcade	horizontal	joy	8	2
kurikint	Kuri Kinton		1988	2	8 way	Taito	arcade	horizontal	joy	8	2
ladybug	Lady Bug		1981	2	4 way	Universal	arcade	vertical	joy	4	
lastbld2	Last Blade 2, The		1998	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
lastduel	Last Duel		1988	2	8 way	Capcom	arcade	vertical	joy	8	2
lbowling	League Bowling		1990	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
ldrun	Lode Runner		1984	2	8 way	Irem	arcade	horizontal	joy	8	2
Legend of Zelda Link to the Past	Legend of Zelda Link to the Past		1991	1	8 way	Nintendo	console	horizontal			
Legend of Zelda The Ocarina of Time	Legend of Zelda The Ocarina of Time		1998	1	analog	Nintendo	console	horizontal			
Legend Of Zelda The Wind Waker	Legend Of Zelda The Wind Waker		2002	1	analog	Nintendo	console	horizontal			
lemmings	Lemmings		1991	2	trackball	Data East	arcade	horizontal	trackball		2
lethalen	Lethal Enforcers		1992	2	lightgun	Konami	arcade	horizontal	lightgun		1
lghost	Laser Ghost		1990	3	lightgun	SEGA	arcade	horizontal	lightgun		2
lgtnfght	Lightning Fighters		1990	2	8 way	Konami	arcade	vertical	joy	8	3
lightbr	Light Bringer		1993	4	8 way	Taito	arcade	horizontal	joy+dial	8	4
liquidk	Liquid Kids		1990	2	8 way	Taito	arcade	horizontal	joy	8	2
lkage	Legend of Kage, The		1984	2	8 way	Taito	arcade	horizontal	joy	8	2
llander	Lunar Lander		1979	1	analog	Atari	arcade	horizontal	pedal		3
loderndf	Lode Runner: The Dig Fight		2000	4	8 way	Psikyo	arcade	horizontal	joy	8	3
loffire	Line of Fire		1989	2	lightgun	SEGA	arcade	horizontal	lightgun		2
loht	Legend of Hero Tonma		1989	2	8 way	Irem	arcade	horizontal	joy	8	4
lrescue	Lunar Rescue		1979	2	4 way	Taito	arcade	vertical	joy	2	1
lresort	Last Resort		1992	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
ltswords	Lightning Swords		1991	2	8 way	Irem	arcade	horizontal	joy	8	4
luckywld	Lucky & Wild		1992	2	lightgun	Namco	arcade	horizontal	lightgun+paddle		1
lwings	Legendary Wings		1986	2	8 way	Capcom	arcade	vertical	joy	8	2
macross	Super Spacefortress Macross		1992	2	8 way	Banpresto	arcade	vertical	joy	8	2
macross2	Super Spacefortress Macross II		1993	2	8 way	Banpresto	arcade	horizontal	joy	8	2
macrossp	Macross Plus		1996	2	8 way	MOSS / Banpresto	arcade	vertical	joy	8	4
madgear	Mad Gear		1989	2	8 way	Capcom	arcade	vertical	joy	8	3
magdrop3	Magical Drop 3		1997	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
maglord	Magician Lord		1990	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
magmax	Mag Max		1985	2	8 way	Nichibutsu	arcade	horizontal	joy	8	1
mainevt	Main Event, The		1988	4	8 way	Konami	arcade	horizontal	joy	8	2
majtitl2	Major Title 2		1992	4	8 way	Irem	arcade	horizontal	joy	8	2
Manic Miner	Manic Miner		1983	1	4 way	Other	console	horizontal			
mappy	Mappy		1983	2	4 way	Namco	arcade	vertical	joy	2	1
marble	Marble Madness		1984	2	trackball	Atari	arcade	horizontal	trackball		
marblmd2	Marble Madness II		1991	3	8 way	Atari	arcade	horizontal	joy	8	1
mario	Mario Bros.		1983	2	4 way	Nintendo	arcade	horizontal	joy	2	1
Mario Golf	Mario Golf		2003	2	analog	Nintendo	console	horizontal			
Mario Kart 64	Mario Kart 64		1996	2	analog	Nintendo	console	horizontal			
Mario Kart Arcade GP	Mario Kart Arcade GP 1		2005	1	analog	Nintendo	arcade	horizontal			
Mario Kart Arcade GP 2	Mario Kart Arcade GP 2		2007	1	analog	Nintendo	arcade	horizontal			
Mario Kart Double Dash	Mario Kart Double Dash		2003	2	analog	Nintendo	console	horizontal			
Mario Power Tennis	Mario Power Tennis		2004	2	analog	Nintendo	console	horizontal			
Mario Superstar Baseball	Mario Superstar Baseball		2005	2	analog	Nintendo	console	horizontal			
martmast	Martial Masters		2001	4	8 way	IGS	arcade	horizontal	joy	8	4
Marvel vs Capcom 2	Marvel vs Capcom 2		2000	2	8 way	Capcom	arcade	horizontal	joy	8	6
matrim	Matrimelee		2003	2	8 way	Neo Geo	arcade	horizontal	joy	8	4
mazinger	Mazinger Z		1994	2	8 way	Banpresto / Dynamic Pl. Toei Animation	arcade	vertical	joy	8	3
